# param1 param2 velocity_error viscosity_error
6.9056664523e+00 6.6228059899e-01 4.5518186043e-02 2.0477380873e-01
6.9056664523e+00 6.6228059899e-01 4.2840267016e-02 2.1870509523e-01
6.9056664523e+00 6.6228059899e-01 3.6336361583e-02 1.5259790423e-01
6.9056664523e+00 6.6228059899e-01 1.9450832809e-02 2.1269417782e-01
6.9056664523e+00 6.6228059899e-01 2.7724677302e-02 3.4028389935e-01
6.9056664523e+00 6.6228059899e-01 5.0895321853e-02 1.1636462213e-01
6.9056664523e+00 6.6228059899e-01 5.2238014956e-02 4.9775578030e-01
6.9056664523e+00 6.6228059899e-01 6.0752121376e-03 1.5833445872e-02
7.0680146876e+00 7.0989692822e-01 4.9353642299e-03 9.6095506228e-02
7.0680146876e+00 7.0989692822e-01 4.6622358204e-02 2.0889548550e-01
7.0680146876e+00 7.0989692822e-01 4.5540308961e-02 2.0699189312e-01
7.0680146876e+00 7.0989692822e-01 4.2946999050e-02 2.1839364846e-01
7.0680146876e+00 7.0989692822e-01 3.7288662024e-02 1.5375610229e-01
7.0680146876e+00 7.0989692822e-01 2.2689359141e-02 2.1113295377e-01
